image_id,filename,is_negative,verification_status,reward_points,error_type,ground_truth_label,visual_description,filepath
priv_d_0160,priv_d_0160.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Bó kẹo mút dẻo hình thú bọc lưới của Công ty TNHH Sản xuất Bánh Kẹo Thiên Hồng,Hai bó kẹo mút dẻo marshmallow hình thú nhiều màu sắc bọc lưới nhựa đặt trên thùng carton Bánh Kẹo Thiên Hồng,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0160.jpg
priv_d_0161,priv_d_0161.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner Hasaki quảng cáo lăn khử mùi Perspirex Original 20ml và chì kẻ mày Lemonade Want It Got It 2 đầu,Banner quảng cáo Hasaki gồm chai lăn khử mùi Perspirex Original 20ml và chì kẻ mày Lemonade màu nâu đậm,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0161.jpg
priv_d_0162,priv_d_0162.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner giới thiệu gel tẩy tế bào chết WHISIS Hanbang Refining Peeling Gel chiết xuất thảo dược đông y,Banner quảng cáo tuýp gel tẩy tế bào chết WHISIS Hanbang Refining Peeling đặt cạnh củ nhân sâm và đĩa thảo dược đông y,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0162.jpg
priv_d_0163,priv_d_0163.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế hai chai xịt chống nắng Neutrogena Ultra Sheer Body Mist Sunscreen SPF 70 141g,Hai chai xịt chống nắng toàn thân Neutrogena Ultra Sheer Body Mist Sunscreen SPF 70 141g cầm trên tay tại cửa hàng,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0163.jpg
priv_d_0164,priv_d_0164.jpg,YES (Empty Target),CONFIRMED,0,NONE,,"Các túi bột lọc sâu vò, bánh canh bột gạo và mứt gừng đóng trong túi zip nilon",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0164.jpg
priv_d_0165,priv_d_0165.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế tinh chất dưỡng da Clinique Moisture Surge Active Glow Serum trên tay,Chai tinh chất Clinique Moisture Surge Active Glow Serum màu hồng kèm hình ảnh nhỏ giọt serum thử nghiệm trên mu bàn tay,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0165.jpg
priv_d_0166,priv_d_0166.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,"Kệ hàng tạp hóa trưng bày các sản phẩm bánh quy Danisa, bánh Orion Custas, bánh Cosy và bột ngũ cốc","Kệ hàng bách hóa xếp nhiều loại bánh hộp Danisa Butter Cookies, ChocoPie, Orion Custas, bánh quy Cosy và các gói ngũ cốc dinh dưỡng",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0166.jpg
priv_d_0167,priv_d_0167.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Người phụ nữ nằm thư giãn trong bồn ủ đá muối Himalaya tại cơ sở spa làm đẹp,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0167.jpg
priv_d_0168,priv_d_0168.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế chai tinh dầu dưỡng da và tóc Rosenor Rose Oil chiết xuất hoa hồng Damask,Chai thủy tinh màu nâu sẫm chứa tinh dầu Rosenor Rose Oil Botanical Damask Rose Oil được cầm trên tay,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0168.jpg
priv_d_0169,priv_d_0169.jpg,YES (Empty Target),CONFIRMED,0,NONE,,"Tập hợp các bát chè tráng miệng gồm chè khúc bạch rắc hạnh nhân, chè thạch lựu sương sa và chè trái cây nước cốt dừa",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0169.jpg
priv_d_0170,priv_d_0170.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế thỏi son Romand Zero Velvet Tint màu 01 Pomeloco và son Peripera Ink Velvet màu 24 trên tay,Cầm trên tay hai thỏi son gồm Romand màu 01 Pomeloco và lọ son Peripera Ink Velvet 24 trước cốp trang điểm,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0170.jpg
priv_d_0171,priv_d_0171.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Infographic hướng dẫn công thức chăm sóc da kết hợp hoạt chất BHA và HA,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0171.jpg
priv_d_0172,priv_d_0172.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Các hộp bánh bông lan chà bông sốt hoàng kim đóng hộp nhựa trong suốt,Cầm trên tay hộp bánh bông lan phủ chà bông và sốt vàng bên cạnh hàng loạt hộp bánh đóng gói sẵn,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0172.jpg
priv_d_0173,priv_d_0173.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner L'Oréal Paris giới thiệu công nghệ Micro Epidermic Hyaluronic Acid chăm sóc da,Banner quảng cáo của L'Oréal Paris giải thích cấu trúc phân tử Micro Epidermic Hyaluronic Acid thẩm thấu vào các tầng biểu bì da,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0173.jpg
priv_d_0174,priv_d_0174.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Hộp combo pizza Chicago và gà rán đóng gói mang về của quán Trà Sữa SHARE,Tay cầm túi nilon chứa hộp giấy bánh pizza Chicago và gà rán dành cho 2 người của Trà Sữa SHARE,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0174.jpg
priv_d_0175,priv_d_0175.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner quảng cáo kem chống nắng Đan Thy Lucas Sun Cream SPF 50 PA+++ kèm tin nhắn đánh giá,Banner quảng cáo tuýp kem chống nắng Dan Thy Sun Cream Lucas SPF 50 PA+++ kèm bao bì hộp và ảnh chụp tin nhắn phản hồi,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0175.jpg
priv_d_0176,priv_d_0176.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,"Bàn tiệc đồ ăn nhanh gồm kimbap cuộn, gà rán sốt, tokbokki và khoai tây chiên đóng hộp","Nhiều phần thức ăn nhanh Hàn Quốc gồm các hộp kimbap cuộn rong biển, gà rán nhiều vị sốt, mì sốt và bánh gạo cay tokbokki bày trên bàn",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0176.jpg
priv_d_0177,priv_d_0177.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp màn hình cuộc trò chuyện tin nhắn đánh giá hương vị món trà tắc và chân gà,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0177.jpg
priv_d_0178,priv_d_0178.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế hai hộp bông mút rửa mặt Amortals kèm vòng tay bông hình thỏ,Cầm trên tay hai hộp đựng bông mút rửa mặt Amortals màu xanh lá kèm hai vòng đeo cổ tay bằng bông hình thỏ màu hồng,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0178.jpg
priv_d_0179,priv_d_0179.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế hộp phấn nước Clio và chai chiết kem nền Estée Lauder tông màu 1W1 trên tay,Cầm trên tay hộp phấn nước cushion Clio hình vuông màu đen và chai chiết kem nền Estée Lauder 1W1 trước cốp đồ trang điểm,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0179.jpg
priv_d_0180,priv_d_0180.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp đông người xếp hàng đổ xăng tại cây xăng Petrolimex vào buổi tối kèm tiêu đề chi tiêu tiết kiệm,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0180.jpg
priv_d_0181,priv_d_0181.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế tuýp kem dưỡng ẩm Clinique Dramatically Different Moisturizing Gel 50ml và Embryolisse Lait-Crème Concentré trên tay,Cầm trên tay hai tuýp kem dưỡng ẩm gồm Clinique Dramatically Different Moisturizing Gel 50ml màu vàng và Embryolisse Lait-Crème Concentré màu trắng xanh,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0181.jpg
priv_d_0182,priv_d_0182.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Hình ảnh đồ họa nền màu pastel kèm chữ chúc thư giãn cuối tuần ngày thứ Sáu,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0182.jpg
priv_d_0183,priv_d_0183.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Nước tẩy trang Hada Labo Micellar Water Hydrating và Hatomugi The Cleansing Lotion 500ml,Hai chai nước tẩy trang gồm Hada Labo Micellar Water Hydrating và chai vòi nhấn Hatomugi The Cleansing Lotion 500ml đặt cạnh nhau,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0183.jpg
priv_d_0184,priv_d_0184.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Các hộp sữa rửa mặt tạo bọt Cappir Skin Facial Cleansing Mousse hương hoa hồng 150ml,Các hộp giấy đựng sữa rửa mặt tạo bọt Cappir Skin Facial Cleansing Mousse dung tích 150ml xếp đều trên kệ,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0184.jpg
priv_d_0185,priv_d_0185.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner quảng cáo sữa rửa mặt tạo bọt Cappir Skin Facial Cleansing Mousse chiết xuất hoa hồng,Lớp bọt mịn trắng muốt trên hai bàn tay cùng hai chai sữa rửa mặt tạo bọt Cappir Skin Facial Cleansing Mousse 150ml,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0185.jpg
priv_d_0186,priv_d_0186.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp các que kem Merino X Lõi Xốt nhiều hương vị và bao bì sản phẩm,"Các que kem que Merino X Lõi Xốt vị sầu riêng, đậu xanh, dâu, khoai môn và các bao bì kem Merino trong thùng",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0186.jpg
priv_d_0187,priv_d_0187.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Khay kem dâu tây làm thủ công kèm muỗng múc kem và các quả dâu tây tươi xung quanh,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0187.jpg
priv_d_0188,priv_d_0188.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Đĩa bánh bao sữa chiên pate trứng cắt lát kèm ngăn đựng nước chấm,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0188.jpg
priv_d_0189,priv_d_0189.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner quảng cáo chuốt mi Browit by Nongchat Lift & Lock Mascara màu Sexy Black,Cây chuốt mi và hộp mascara Browit by Nongchat Lift & Lock Mascara kèm hình ảnh minh họa mi cong gấp 3 lần,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0189.jpg
priv_d_0190,priv_d_0190.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp màn hình phản hồi tin nhắn kèm hình ảnh tô chân gà sốt tắc và ly trà đá,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0190.jpg
priv_d_0191,priv_d_0191.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner quảng cáo bánh bao phô mai vị xá xíu kéo sợi và gà sợi trứng muối,Banner quảng cáo bánh bao phô mai gồm bánh bao nhân xá xíu phô mai kéo sợi và bánh bao gà sợi trứng muối phô mai kèm giá 20k,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0191.jpg
priv_d_0192,priv_d_0192.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner quảng cáo nước tẩy trang Bioderma Sensibio H2O nắp nhún tiện lợi,Banner giới thiệu chai nước tẩy trang nắp nhấn Bioderma Sensibio H2O kèm các mũi tên nêu đặc điểm nổi bật,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0192.jpg
priv_d_0193,priv_d_0193.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế vỉ chuốt mi Maybelline New York Hyper Curl Waterproof Mascara trên tay,Vỉ mascara Maybelline New York Hyper Curl Waterproof chống nước cầm trên tay trước các thùng hàng carton,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0193.jpg
priv_d_0194,priv_d_0194.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner quảng cáo sữa dưỡng thể Olay Body Cellscience B3+ dưỡng sáng da,Banner giới thiệu chai sữa dưỡng thể làm sáng da Olay Body Cellscience B3+ dạng vòi bơm cùng công dụng sau 14 ngày,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0194.jpg
priv_d_0195,priv_d_0195.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner giới thiệu các bộ bông mút rửa mặt và trang điểm Tai San hình giọt nước,"Banner quảng cáo các gói bông mút trang điểm hình giọt nước Tai San các màu xanh lá, tím, vàng kèm hộp bao bì",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0195.jpg
priv_d_0196,priv_d_0196.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner chính hãng Huxley giới thiệu thành phần Glycerin và Sucrose trong sản phẩm tẩy tế bào chết,Banner gian hàng chính hãng Huxley Official Store nêu công dụng của thành phần Glycerin và hạt đường Sucrose kèm mã QR,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0196.jpg
priv_d_0197,priv_d_0197.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế bông mút rửa mặt Amortals màu xanh lá tại bồn rửa,Cầm miếng bông bọt biển rửa mặt Amortals màu xanh lá trên tay phía trên bồn rửa mặt và hộp sản phẩm Amortals,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0197.jpg
priv_d_0198,priv_d_0198.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Giỏ đựng các hũ tẩy tế bào chết toàn thân Dove Body Scrub Gommage Corps nhiều loại chiết xuất,"Giỏ mây chứa 6 hũ tẩy tế bào chết Dove Body Scrub Gommage Corps với nhiều chiết xuất lựu đỏ, dừa, hạt macca và đường nâu",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0198.jpg
priv_d_0199,priv_d_0199.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế hai hũ tẩy tế bào chết Dove Body Scrub Himalayan Salt & Rose Oil trên tay,Cầm trên tay hai hũ tẩy da chết Dove Body Scrub Gommage Corps chiết xuất muối hồng Himalaya và tinh dầu hoa hồng trước các thùng hàng,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0199.jpg
priv_d_0200,priv_d_0200.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Ảnh chụp thực tế cây chuốt mi Maybelline The Hyper Curl Mascara Waterproof kèm hình ảnh đầu cọ,Cầm cây chuốt mi Maybelline The Hyper Curl Mascara Waterproof trên tay kèm hình ảnh cận cảnh đầu cọ và mi mắt cong sau khi dùng,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0200.jpg
priv_d_0201,priv_d_0201.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh 4 bước thử nghiệm chất tạo bọt tẩy trang trên mu bàn tay không có nhãn hiệu sản phẩm rõ ràng.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0201.jpg
priv_d_0202,priv_d_0202.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Hộp tinh dầu dưỡng tóc và da Rosenor Rose Oil hair & skin oil màu hồng,Ảnh chụp hộp sản phẩm tinh dầu dưỡng tóc và da Rosenor Rose Oil hair & skin oil màu hồng đặt trên bàn.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0202.jpg
priv_d_0203,priv_d_0203.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Túi bắp rang bơ Cô Tươi Pop Corn Rang bơ 2300ml trên giao diện ứng dụng mua sắm,Ảnh chụp màn hình bán hàng túi bắp rang bơ khổng lồ 2300ml thương hiệu Cô Tươi Pop Corn.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0203.jpg
priv_d_0204,priv_d_0204.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Cây nem chua Huế Thảo Vy đóng gói trong bao bì màu xanh lá,Ảnh chụp tay cầm cây nem chua Huế thương hiệu Thảo Vy trong bao bì nilon.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0204.jpg
priv_d_0205,priv_d_0205.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Các tuýp và chai xịt kem chống nắng Mixa Solaire Dermo-Protect SPF 50+ trên quầy thanh toán,Ảnh chụp các sản phẩm kem chống nắng Mixa Solaire Peau Sensible Dermo-Protect SPF 50+ trên băng chuyền thu ngân.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0205.jpg
priv_d_0206,priv_d_0206.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Tuýp kem chống nắng OHUI Day Shield Black Perfect Sun SPF50+ PA++++ cùng vệt kem trên mu bàn tay,Ảnh chụp tay cầm tuýp kem chống nắng OHUI Day Shield Perfect Sun Black cùng vệt kem thử nghiệm trên mu bàn tay.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0206.jpg
priv_d_0207,priv_d_0207.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Chai nước tẩy trang Bioderma Sensibio H2O 850ml trên bục trưng bày trong banner quảng cáo,Banner quảng cáo chai nước tẩy trang Bioderma Sensibio H2O nắp hồng dung tích 850ml.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0207.jpg
priv_d_0208,priv_d_0208.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Kệ hàng tạp hóa trưng bày các loại bánh kẹo như Orion Gouté Custas ChocoPie bánh gạo An Coffee Joy,"Ảnh chụp kệ siêu thị bày bán nhiều loại bánh kẹo đóng gói của Orion, Bibica, Want Want.",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0208.jpg
priv_d_0209,priv_d_0209.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Bộ đôi serum và kem dưỡng trắng Barbie Skin gồm Peptide Serum và Glow White Cream,Banner quảng cáo tay cầm hũ kem dưỡng Barbie Skin Glow White Cream và chai serum Barbie Skin Peptide Serum.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0209.jpg
priv_d_0210,priv_d_0210.jpg,YES (Empty Target),CONFIRMED,0,NONE,,"Hộp và túi chườm ngực nóng lạnh Emoon bằng vải nhung hỗ trợ mẹ sau sinh (vật dụng y tế gia đình, phi FMCG).",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0210.jpg
priv_d_0211,priv_d_0211.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Bánh giò Thành Phát bọc lá chuối cùng một chiếc đã bóc vỏ lộ rõ nhân thịt và trứng cút,Ảnh chụp đĩa bánh giò Thành Phát gói lá chuối kèm một chiếc bánh mở nắp nhân trứng cút và thịt.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0211.jpg
priv_d_0212,priv_d_0212.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Chai gel tẩy tế bào chết Centellian24 Madeca Matcha Toning Peeling Gel màu xanh lục,Banner giới thiệu sản phẩm gel tẩy tế bào chết Madeca Matcha Toning Peeling Gel thương hiệu Centellian24.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0212.jpg
priv_d_0213,priv_d_0213.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp không gian nội thất phòng bếp hiện đại có đảo bếp bằng đá và tủ lạnh (phi FMCG).,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0213.jpg
priv_d_0214,priv_d_0214.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Hộp trà ngũ cốc óc chó hạnh nhân và ý dĩ Damtuh Hàn Quốc,"Ảnh chụp hộp ngũ cốc dinh dưỡng Damtuh Walnuts, Almonds, Job's Tears Tea của Hàn Quốc.",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0214.jpg
priv_d_0215,priv_d_0215.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh ghép các món ăn gia đình cùng chai nước sốt tự nấu không có bao bì nhãn mác thương mại.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0215.jpg
priv_d_0216,priv_d_0216.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp đường phố cắm cờ Đảng cờ Tổ quốc tuyên truyền bầu cử Quốc hội trên video TikTok (phi FMCG).,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0216.jpg
priv_d_0217,priv_d_0217.jpg,NO (Positive FMCG),REPAIRED,3,REPETITION_FIX,Hộp và tuýp kem chống nắng Đan Thy Sun Cream Lucas SPF 50 PA+++ trong ảnh phản hồi,Banner quảng cáo kem chống nắng Sun Cream Lucas của Đan Thy Group kèm tin nhắn phản hồi.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0217.jpg
priv_d_0218,priv_d_0218.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Hộp quà set son dưỡng môi d'Alba Plumping Lip Glow Volumizer,Ảnh quảng cáo các thỏi son dưỡng bóng d'Alba Plumping Lip Glow Volumizer xếp cùng hộp quà.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0218.jpg
priv_d_0219,priv_d_0219.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Chai nước hoa hồng Klairs Supple Preparation Facial Toner và serum Klairs Rich Moist Soothing Serum,Banner khuyến mãi Hasaki hiển thị nước hoa hồng Klairs và serum cấp ẩm Klairs.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0219.jpg
priv_d_0220,priv_d_0220.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Hộp lông mi giả Menglu kèm tuýp keo dán mi Nyaxi eye charm,Ảnh chụp tay cầm hộp lông mi giả Menglu và tuýp keo mi Nyaxi.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0220.jpg
priv_d_0221,priv_d_0221.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Banner hướng dẫn sử dụng sản phẩm chăm sóc da của thương hiệu Huxley,Banner đồ họa hướng dẫn các bước sử dụng sản phẩm tẩy tế bào chết Huxley Official Store.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0221.jpg
priv_d_0222,priv_d_0222.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Chai serum cấp ẩm sâu Torriden Dive In Low Molecular Hyaluronic Acid 50ml,Banner khuyến mãi hiển thị chai tinh chất cấp ẩm Torriden Dive In Serum 50ml.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0222.jpg
priv_d_0223,priv_d_0223.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Các hộp kem Thái Lan 500ml hương dâu tây vani và socola,"Ảnh chụp các hộp kem lạnh Thái Lan dung tích 500ml vị dâu, vani và socola.",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0223.jpg
priv_d_0224,priv_d_0224.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Lăn khử mùi Perspirex Comfort 20ml và tuýp kem chống nắng Beplain Sunmuse Mild Green 50ml,Banner so sánh ưu đãi sản phẩm lăn khử mùi Perspirex và kem chống nắng Beplain của Hasaki.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0224.jpg
priv_d_0225,priv_d_0225.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh chụp đôi dép quai hậu tập đi trẻ em hình mặt gấu màu be (phi FMCG).,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0225.jpg
priv_d_0226,priv_d_0226.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh gấu bông Hello Kitty cầm ván lướt sóng kèm dòng chữ chế meme hài hước (phi FMCG).,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0226.jpg
priv_d_0227,priv_d_0227.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Nhiều vỉ và hộp lông mi giả xếp trên bàn trang điểm,Ảnh chụp bàn trang điểm có nhiều vỉ lông mi giả phục vụ bấm mi và nối mi.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0227.jpg
priv_d_0228,priv_d_0228.jpg,YES (Empty Target),CONFIRMED,0,NONE,,Ảnh các thùng carton và túi bưu phẩm đóng gói vận chuyển đón Tết (phi FMCG).,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0228.jpg
priv_d_0229,priv_d_0229.jpg,YES (Empty Target),CONFIRMED,0,NONE,,"Ảnh chụp màn hình trường quay bản tin Thời sự VTV1 đưa tin về pate Cột Đèn (tin tức truyền hình, phi FMCG).",C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0229.jpg
priv_d_0230,priv_d_0230.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Hộp pate Cột Đèn do Công ty Đồ hộp Hạ Long sản xuất,Ảnh chụp lon pate Cột Đèn kim loại của Công ty CP Đồ hộp Hạ Long.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0230.jpg
priv_d_0231,priv_d_0231.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Các lon đồ hộp Hạ Long Canfoco gồm Thịt Bò Xay Cá sốt cà Thịt Bò sốt cà chua và Bò Hầm,Ảnh đồ họa tin tức hiển thị các sản phẩm đồ hộp chế biến sẵn của Halong Canfoco.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0231.jpg
priv_d_0232,priv_d_0232.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Các sản phẩm pate Cột Đèn và hoa quả đóng hộp Canfresh trước cổng Đồ Hộp Hạ Long Halong Canfoco,Infographic CafeF tổng hợp các hộp pate và đồ hộp Canfresh của Halong Canfoco.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0232.jpg
priv_d_0233,priv_d_0233.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Lon đồ hộp pate Cột Đèn Hải Phòng trước cổng trụ sở Công ty Đồ Hộp Hạ Long,Ảnh tin tức Hà Nội News đưa tin về Công ty Đồ Hộp Hạ Long kèm lon pate Cột Đèn.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0233.jpg
priv_d_0234,priv_d_0234.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Các lon pate Mai Vàng Patê Gan Hảo Vị và Halong Canfoco Pate Cột Đèn Hải Phòng,Ảnh chụp cận cảnh các lon pate Mai Vàng và Halong Canfoco xếp chồng lên nhau.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0234.jpg
priv_d_0235,priv_d_0235.jpg,NO (Positive FMCG),CONFIRMED,0,NONE,Lon cá hộp Vissan Cá Xốt Cà và lon Thịt Bò Xay trên tay người dùng,Ảnh chụp tay cầm hai lon thực phẩm đóng hộp gồm Vissan Cá Xốt Cà và Thịt Bò Xay.,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0235.jpg
