image_id,filename,relative_image_path,image_path,source_status,source_error_type,source_visual_description,source_gate,source_summary,final_gate,final_summary,reviewed,reviewer,note
priv_d_0187,priv_d_0187.jpg,../../images/priv_d_0187.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0187.jpg,CONFIRMED,NONE,Khay kem dâu tây làm thủ công kèm muỗng múc kem và các quả dâu tây tươi xung quanh,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0188,priv_d_0188.jpg,../../images/priv_d_0188.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0188.jpg,CONFIRMED,NONE,Đĩa bánh bao sữa chiên pate trứng cắt lát kèm ngăn đựng nước chấm,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0189,priv_d_0189.jpg,../../images/priv_d_0189.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0189.jpg,CONFIRMED,NONE,Cây chuốt mi và hộp mascara Browit by Nongchat Lift & Lock Mascara kèm hình ảnh minh họa mi cong gấp 3 lần,PRESENT,Banner quảng cáo chuốt mi Browit by Nongchat Lift & Lock Mascara màu Sexy Black,PRESENT,Banner quảng cáo chuốt mi Browit by Nongchat Lift & Lock Mascara màu Sexy Black,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0190,priv_d_0190.jpg,../../images/priv_d_0190.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0190.jpg,CONFIRMED,NONE,Ảnh chụp màn hình phản hồi tin nhắn kèm hình ảnh tô chân gà sốt tắc và ly trà đá,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0191,priv_d_0191.jpg,../../images/priv_d_0191.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0191.jpg,CONFIRMED,NONE,Banner quảng cáo bánh bao phô mai gồm bánh bao nhân xá xíu phô mai kéo sợi và bánh bao gà sợi trứng muối phô mai kèm giá 20k,PRESENT,Banner quảng cáo bánh bao phô mai vị xá xíu kéo sợi và gà sợi trứng muối,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0192,priv_d_0192.jpg,../../images/priv_d_0192.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0192.jpg,CONFIRMED,NONE,Banner giới thiệu chai nước tẩy trang nắp nhấn Bioderma Sensibio H2O kèm các mũi tên nêu đặc điểm nổi bật,PRESENT,Banner quảng cáo nước tẩy trang Bioderma Sensibio H2O nắp nhún tiện lợi,PRESENT,Banner quảng cáo nước tẩy trang Bioderma Sensibio H2O nắp nhún tiện lợi,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0193,priv_d_0193.jpg,../../images/priv_d_0193.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0193.jpg,CONFIRMED,NONE,Vỉ mascara Maybelline New York Hyper Curl Waterproof chống nước cầm trên tay trước các thùng hàng carton,PRESENT,Ảnh chụp thực tế vỉ chuốt mi Maybelline New York Hyper Curl Waterproof Mascara trên tay,PRESENT,Ảnh chụp thực tế vỉ chuốt mi Maybelline New York Hyper Curl Waterproof Mascara trên tay,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0194,priv_d_0194.jpg,../../images/priv_d_0194.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0194.jpg,CONFIRMED,NONE,Banner giới thiệu chai sữa dưỡng thể làm sáng da Olay Body Cellscience B3+ dạng vòi bơm cùng công dụng sau 14 ngày,PRESENT,Banner quảng cáo sữa dưỡng thể Olay Body Cellscience B3+ dưỡng sáng da,PRESENT,Banner quảng cáo sữa dưỡng thể Olay Body Cellscience B3+ dưỡng sáng da,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0195,priv_d_0195.jpg,../../images/priv_d_0195.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0195.jpg,CONFIRMED,NONE,"Banner quảng cáo các gói bông mút trang điểm hình giọt nước Tai San các màu xanh lá, tím, vàng kèm hộp bao bì",PRESENT,Banner giới thiệu các bộ bông mút rửa mặt và trang điểm Tai San hình giọt nước,PRESENT,Banner giới thiệu các bộ bông mút rửa mặt và trang điểm Tai San hình giọt nước,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0196,priv_d_0196.jpg,../../images/priv_d_0196.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0196.jpg,CONFIRMED,NONE,Banner gian hàng chính hãng Huxley Official Store nêu công dụng của thành phần Glycerin và hạt đường Sucrose kèm mã QR,PRESENT,Banner chính hãng Huxley giới thiệu thành phần Glycerin và Sucrose trong sản phẩm tẩy tế bào chết,PRESENT,Banner chính hãng Huxley giới thiệu thành phần Glycerin và Sucrose trong sản phẩm tẩy tế bào chết,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0197,priv_d_0197.jpg,../../images/priv_d_0197.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0197.jpg,CONFIRMED,NONE,Cầm miếng bông bọt biển rửa mặt Amortals màu xanh lá trên tay phía trên bồn rửa mặt và hộp sản phẩm Amortals,PRESENT,Ảnh chụp thực tế bông mút rửa mặt Amortals màu xanh lá tại bồn rửa,PRESENT,Ảnh chụp thực tế bông mút rửa mặt Amortals màu xanh lá tại bồn rửa,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0198,priv_d_0198.jpg,../../images/priv_d_0198.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0198.jpg,CONFIRMED,NONE,"Giỏ mây chứa 6 hũ tẩy tế bào chết Dove Body Scrub Gommage Corps với nhiều chiết xuất lựu đỏ, dừa, hạt macca và đường nâu",PRESENT,Giỏ đựng các hũ tẩy tế bào chết toàn thân Dove Body Scrub Gommage Corps nhiều loại chiết xuất,PRESENT,Giỏ đựng các hũ tẩy tế bào chết toàn thân Dove Body Scrub Gommage Corps nhiều loại chiết xuất,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0199,priv_d_0199.jpg,../../images/priv_d_0199.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0199.jpg,CONFIRMED,NONE,Cầm trên tay hai hũ tẩy da chết Dove Body Scrub Gommage Corps chiết xuất muối hồng Himalaya và tinh dầu hoa hồng trước các thùng hàng,PRESENT,Ảnh chụp thực tế hai hũ tẩy tế bào chết Dove Body Scrub Himalayan Salt & Rose Oil trên tay,PRESENT,Ảnh chụp thực tế hai hũ tẩy tế bào chết Dove Body Scrub Himalayan Salt & Rose Oil trên tay,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0200,priv_d_0200.jpg,../../images/priv_d_0200.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0200.jpg,CONFIRMED,NONE,Cầm cây chuốt mi Maybelline The Hyper Curl Mascara Waterproof trên tay kèm hình ảnh cận cảnh đầu cọ và mi mắt cong sau khi dùng,PRESENT,Ảnh chụp thực tế cây chuốt mi Maybelline The Hyper Curl Mascara Waterproof kèm hình ảnh đầu cọ,PRESENT,Ảnh chụp thực tế cây chuốt mi Maybelline The Hyper Curl Mascara Waterproof kèm hình ảnh đầu cọ,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0201,priv_d_0201.jpg,../../images/priv_d_0201.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0201.jpg,CONFIRMED,NONE,Ảnh 4 bước thử nghiệm chất tạo bọt tẩy trang trên mu bàn tay không có nhãn hiệu sản phẩm rõ ràng.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0202,priv_d_0202.jpg,../../images/priv_d_0202.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0202.jpg,CONFIRMED,NONE,Ảnh chụp hộp sản phẩm tinh dầu dưỡng tóc và da Rosenor Rose Oil hair & skin oil màu hồng đặt trên bàn.,PRESENT,Hộp tinh dầu dưỡng tóc và da Rosenor Rose Oil hair & skin oil màu hồng,PRESENT,Hộp tinh dầu dưỡng tóc và da Rosenor Rose Oil hair & skin oil màu hồng,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0203,priv_d_0203.jpg,../../images/priv_d_0203.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0203.jpg,CONFIRMED,NONE,Ảnh chụp màn hình bán hàng túi bắp rang bơ khổng lồ 2300ml thương hiệu Cô Tươi Pop Corn.,PRESENT,Túi bắp rang bơ Cô Tươi Pop Corn Rang bơ 2300ml trên giao diện ứng dụng mua sắm,PRESENT,Túi bắp rang bơ Cô Tươi Pop Corn Rang bơ 2300ml trên giao diện ứng dụng mua sắm,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0204,priv_d_0204.jpg,../../images/priv_d_0204.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0204.jpg,CONFIRMED,NONE,Ảnh chụp tay cầm cây nem chua Huế thương hiệu Thảo Vy trong bao bì nilon.,PRESENT,Cây nem chua Huế Thảo Vy đóng gói trong bao bì màu xanh lá,PRESENT,Cây nem chua Huế Thảo Vy đóng gói trong bao bì màu xanh lá,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0205,priv_d_0205.jpg,../../images/priv_d_0205.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0205.jpg,CONFIRMED,NONE,Ảnh chụp các sản phẩm kem chống nắng Mixa Solaire Peau Sensible Dermo-Protect SPF 50+ trên băng chuyền thu ngân.,PRESENT,Các tuýp và chai xịt kem chống nắng Mixa Solaire Dermo-Protect SPF 50+ trên quầy thanh toán,PRESENT,Các tuýp và chai xịt kem chống nắng Mixa Solaire Dermo-Protect SPF 50+ trên quầy thanh toán,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0206,priv_d_0206.jpg,../../images/priv_d_0206.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0206.jpg,CONFIRMED,NONE,Ảnh chụp tay cầm tuýp kem chống nắng OHUI Day Shield Perfect Sun Black cùng vệt kem thử nghiệm trên mu bàn tay.,PRESENT,Tuýp kem chống nắng OHUI Day Shield Black Perfect Sun SPF50+ PA++++ cùng vệt kem trên mu bàn tay,PRESENT,Tuýp kem chống nắng OHUI Day Shield Black Perfect Sun SPF50+ PA++++ cùng vệt kem trên mu bàn tay,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0207,priv_d_0207.jpg,../../images/priv_d_0207.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0207.jpg,CONFIRMED,NONE,Banner quảng cáo chai nước tẩy trang Bioderma Sensibio H2O nắp hồng dung tích 850ml.,PRESENT,Chai nước tẩy trang Bioderma Sensibio H2O 850ml trên bục trưng bày trong banner quảng cáo,PRESENT,Chai nước tẩy trang Bioderma Sensibio H2O 850ml trên bục trưng bày trong banner quảng cáo,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0208,priv_d_0208.jpg,../../images/priv_d_0208.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0208.jpg,CONFIRMED,NONE,"Ảnh chụp kệ siêu thị bày bán nhiều loại bánh kẹo đóng gói của Orion, Bibica, Want Want.",PRESENT,Kệ hàng tạp hóa trưng bày các loại bánh kẹo như Orion Gouté Custas ChocoPie bánh gạo An Coffee Joy,PRESENT,Kệ hàng tạp hóa trưng bày các loại bánh kẹo như Orion Gouté Custas ChocoPie bánh gạo An Coffee Joy,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0209,priv_d_0209.jpg,../../images/priv_d_0209.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0209.jpg,CONFIRMED,NONE,Banner quảng cáo tay cầm hũ kem dưỡng Barbie Skin Glow White Cream và chai serum Barbie Skin Peptide Serum.,PRESENT,Bộ đôi serum và kem dưỡng trắng Barbie Skin gồm Peptide Serum và Glow White Cream,PRESENT,Bộ đôi serum và kem dưỡng trắng Barbie Skin gồm Peptide Serum và Glow White Cream,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0210,priv_d_0210.jpg,../../images/priv_d_0210.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0210.jpg,CONFIRMED,NONE,"Hộp và túi chườm ngực nóng lạnh Emoon bằng vải nhung hỗ trợ mẹ sau sinh (vật dụng y tế gia đình, phi FMCG).",ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json. Branded non-FMCG finding intentionally retained as ABSENT.
priv_d_0211,priv_d_0211.jpg,../../images/priv_d_0211.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0211.jpg,CONFIRMED,NONE,Ảnh chụp đĩa bánh giò Thành Phát gói lá chuối kèm một chiếc bánh mở nắp nhân trứng cút và thịt.,PRESENT,Bánh giò Thành Phát bọc lá chuối cùng một chiếc đã bóc vỏ lộ rõ nhân thịt và trứng cút,PRESENT,Bánh giò Thành Phát bọc lá chuối cùng một chiếc đã bóc vỏ lộ rõ nhân thịt và trứng cút,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0212,priv_d_0212.jpg,../../images/priv_d_0212.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0212.jpg,CONFIRMED,NONE,Banner giới thiệu sản phẩm gel tẩy tế bào chết Madeca Matcha Toning Peeling Gel thương hiệu Centellian24.,PRESENT,Chai gel tẩy tế bào chết Centellian24 Madeca Matcha Toning Peeling Gel màu xanh lục,PRESENT,Chai gel tẩy tế bào chết Centellian24 Madeca Matcha Toning Peeling Gel màu xanh lục,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0213,priv_d_0213.jpg,../../images/priv_d_0213.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0213.jpg,CONFIRMED,NONE,Ảnh chụp không gian nội thất phòng bếp hiện đại có đảo bếp bằng đá và tủ lạnh (phi FMCG).,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0214,priv_d_0214.jpg,../../images/priv_d_0214.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0214.jpg,CONFIRMED,NONE,"Ảnh chụp hộp ngũ cốc dinh dưỡng Damtuh Walnuts, Almonds, Job's Tears Tea của Hàn Quốc.",PRESENT,Hộp trà ngũ cốc óc chó hạnh nhân và ý dĩ Damtuh Hàn Quốc,PRESENT,Hộp trà ngũ cốc óc chó hạnh nhân và ý dĩ Damtuh Hàn Quốc,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0215,priv_d_0215.jpg,../../images/priv_d_0215.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0215.jpg,CONFIRMED,NONE,Ảnh ghép các món ăn gia đình cùng chai nước sốt tự nấu không có bao bì nhãn mác thương mại.,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0216,priv_d_0216.jpg,../../images/priv_d_0216.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0216.jpg,CONFIRMED,NONE,Ảnh chụp đường phố cắm cờ Đảng cờ Tổ quốc tuyên truyền bầu cử Quốc hội trên video TikTok (phi FMCG).,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0217,priv_d_0217.jpg,../../images/priv_d_0217.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0217.jpg,REPAIRED,REPETITION_FIX,Banner quảng cáo kem chống nắng Sun Cream Lucas của Đan Thy Group kèm tin nhắn phản hồi.,PRESENT,Hộp và tuýp kem chống nắng Đan Thy Sun Cream Lucas SPF 50 PA+++ trong ảnh phản hồi,PRESENT,Banner quảng cáo kem chống nắng Sun Cream Lucas của Đan Thy.,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0218,priv_d_0218.jpg,../../images/priv_d_0218.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0218.jpg,CONFIRMED,NONE,Ảnh quảng cáo các thỏi son dưỡng bóng d'Alba Plumping Lip Glow Volumizer xếp cùng hộp quà.,PRESENT,Hộp quà set son dưỡng môi d'Alba Plumping Lip Glow Volumizer,PRESENT,Hộp quà set son dưỡng môi d'Alba Plumping Lip Glow Volumizer,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0219,priv_d_0219.jpg,../../images/priv_d_0219.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0219.jpg,CONFIRMED,NONE,Banner khuyến mãi Hasaki hiển thị nước hoa hồng Klairs và serum cấp ẩm Klairs.,PRESENT,Chai nước hoa hồng Klairs Supple Preparation Facial Toner và serum Klairs Rich Moist Soothing Serum,PRESENT,Chai nước hoa hồng Klairs Supple Preparation Facial Toner và serum Klairs Rich Moist Soothing Serum,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0220,priv_d_0220.jpg,../../images/priv_d_0220.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0220.jpg,CONFIRMED,NONE,Ảnh chụp tay cầm hộp lông mi giả Menglu và tuýp keo mi Nyaxi.,PRESENT,Hộp lông mi giả Menglu kèm tuýp keo dán mi Nyaxi eye charm,PRESENT,Hộp lông mi giả Menglu kèm tuýp keo dán mi Nyaxi eye charm,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0221,priv_d_0221.jpg,../../images/priv_d_0221.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0221.jpg,CONFIRMED,NONE,Banner đồ họa hướng dẫn các bước sử dụng sản phẩm tẩy tế bào chết Huxley Official Store.,PRESENT,Banner hướng dẫn sử dụng sản phẩm chăm sóc da của thương hiệu Huxley,PRESENT,Banner hướng dẫn sử dụng sản phẩm chăm sóc da của thương hiệu Huxley,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0222,priv_d_0222.jpg,../../images/priv_d_0222.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0222.jpg,CONFIRMED,NONE,Banner khuyến mãi hiển thị chai tinh chất cấp ẩm Torriden Dive In Serum 50ml.,PRESENT,Chai serum cấp ẩm sâu Torriden Dive In Low Molecular Hyaluronic Acid 50ml,PRESENT,Chai serum cấp ẩm sâu Torriden Dive In Low Molecular Hyaluronic Acid 50ml,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0223,priv_d_0223.jpg,../../images/priv_d_0223.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0223.jpg,CONFIRMED,NONE,"Ảnh chụp các hộp kem lạnh Thái Lan dung tích 500ml vị dâu, vani và socola.",PRESENT,Các hộp kem Thái Lan 500ml hương dâu tây vani và socola,PRESENT,Các hộp kem Thái Lan 500ml hương dâu tây vani và socola,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0224,priv_d_0224.jpg,../../images/priv_d_0224.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0224.jpg,CONFIRMED,NONE,Banner so sánh ưu đãi sản phẩm lăn khử mùi Perspirex và kem chống nắng Beplain của Hasaki.,PRESENT,Lăn khử mùi Perspirex Comfort 20ml và tuýp kem chống nắng Beplain Sunmuse Mild Green 50ml,PRESENT,Lăn khử mùi Perspirex Comfort 20ml và tuýp kem chống nắng Beplain Sunmuse Mild Green 50ml,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0225,priv_d_0225.jpg,../../images/priv_d_0225.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0225.jpg,CONFIRMED,NONE,Ảnh chụp đôi dép quai hậu tập đi trẻ em hình mặt gấu màu be (phi FMCG).,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0226,priv_d_0226.jpg,../../images/priv_d_0226.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0226.jpg,CONFIRMED,NONE,Ảnh gấu bông Hello Kitty cầm ván lướt sóng kèm dòng chữ chế meme hài hước (phi FMCG).,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json. Branded non-FMCG finding intentionally retained as ABSENT.
priv_d_0227,priv_d_0227.jpg,../../images/priv_d_0227.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0227.jpg,CONFIRMED,NONE,Ảnh chụp bàn trang điểm có nhiều vỉ lông mi giả phục vụ bấm mi và nối mi.,PRESENT,Nhiều vỉ và hộp lông mi giả xếp trên bàn trang điểm,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0228,priv_d_0228.jpg,../../images/priv_d_0228.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0228.jpg,CONFIRMED,NONE,Ảnh các thùng carton và túi bưu phẩm đóng gói vận chuyển đón Tết (phi FMCG).,ABSENT,,ABSENT,,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0229,priv_d_0229.jpg,../../images/priv_d_0229.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0229.jpg,CONFIRMED,NONE,"Ảnh chụp màn hình trường quay bản tin Thời sự VTV1 đưa tin về pate Cột Đèn (tin tức truyền hình, phi FMCG).",ABSENT,,PRESENT,Bản tin giới thiệu pate Cột Đèn Hải Phòng.,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0230,priv_d_0230.jpg,../../images/priv_d_0230.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0230.jpg,CONFIRMED,NONE,Ảnh chụp lon pate Cột Đèn kim loại của Công ty CP Đồ hộp Hạ Long.,PRESENT,Hộp pate Cột Đèn do Công ty Đồ hộp Hạ Long sản xuất,PRESENT,Hộp pate Cột Đèn do Công ty Đồ hộp Hạ Long sản xuất,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0231,priv_d_0231.jpg,../../images/priv_d_0231.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0231.jpg,CONFIRMED,NONE,Ảnh đồ họa tin tức hiển thị các sản phẩm đồ hộp chế biến sẵn của Halong Canfoco.,PRESENT,Các lon đồ hộp Hạ Long Canfoco gồm Thịt Bò Xay Cá sốt cà Thịt Bò sốt cà chua và Bò Hầm,PRESENT,Các lon đồ hộp Hạ Long Canfoco gồm Thịt Bò Xay Cá sốt cà Thịt Bò sốt cà chua và Bò Hầm,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0232,priv_d_0232.jpg,../../images/priv_d_0232.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0232.jpg,CONFIRMED,NONE,Infographic CafeF tổng hợp các hộp pate và đồ hộp Canfresh của Halong Canfoco.,PRESENT,Các sản phẩm pate Cột Đèn và hoa quả đóng hộp Canfresh trước cổng Đồ Hộp Hạ Long Halong Canfoco,PRESENT,Các sản phẩm pate Cột Đèn và hoa quả đóng hộp Canfresh trước cổng Đồ Hộp Hạ Long Halong Canfoco,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0233,priv_d_0233.jpg,../../images/priv_d_0233.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0233.jpg,CONFIRMED,NONE,Ảnh tin tức Hà Nội News đưa tin về Công ty Đồ Hộp Hạ Long kèm lon pate Cột Đèn.,PRESENT,Lon đồ hộp pate Cột Đèn Hải Phòng trước cổng trụ sở Công ty Đồ Hộp Hạ Long,PRESENT,Lon đồ hộp pate Cột Đèn Hải Phòng trước cổng trụ sở Công ty Đồ Hộp Hạ Long,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
priv_d_0234,priv_d_0234.jpg,../../images/priv_d_0234.jpg,C:\HCMUT\Projects\HACKATHON\2nd_URA\images\priv_d_0234.jpg,CONFIRMED,NONE,Ảnh chụp cận cảnh các lon pate Mai Vàng và Halong Canfoco xếp chồng lên nhau.,PRESENT,Các lon pate Mai Vàng Patê Gan Hảo Vị và Halong Canfoco Pate Cột Đèn Hải Phòng,PRESENT,Các lon pate Mai Vàng Patê Gan Hảo Vị và Halong Canfoco Pate Cột Đèn Hải Phòng,TRUE,multi-agent-visual-audit,Automated three-agent visual audit; FMCG_ONLY policy; source report agent_0134_0266.json.
